사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
201601,6호선,불광,2,0,1764,302,3596,1743,12253,2796,14019,7569,7997,8828,6460,6523,7451,7264,8961,8686,10823,9143,11237,9600,12200,9583,13770,11027,14118,11369,14161,17024,10160,16260,7724,9759,7350,7354,6232,7472,1899,5692,247,1730,0,1,0,0,0,0,20160208
201601,6호선,독바위,2,0,1850,161,4526,1107,13166,1657,13815,2904,7388,4327,5213,4508,4408,3482,4706,3289,4412,3910,3908,3529,3751,4504,3996,4668,3778,5957,3492,9171,2121,11233,1277,7171,1137,6803,967,6602,490,4631,96,1780,0,0,0,0,0,0,20160208
201601,6호선,연신내,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20160208
201601,6호선,구산,1,0,4356,92,9683,2339,29065,4361,35365,8006,18889,6306,13828,6065,12444,6801,14362,7952,13199,8263,11481,8843,10789,9824,10983,12698,12356,12410,11226,18227,7190,20814,5082,12530,4583,10268,4283,9666,1574,7428,210,2526,0,0,0,0,0,0,20160208
201601,6호선,새절,0,0,8238,763,15872,4927,49264,7597,60714,14323,31196,11333,21047,9289,19629,9688,20759,12081,20505,14086,17555,15390,16803,17074,17511,22517,19324,25650,17978,39929,11509,42360,8176,29312,7308,24026,5813,27128,2653,18180,439,4842,4,1462,0,0,0,0,20160208
201601,6호선,증산,11,1,6949,625,13743,3677,39316,4987,49458,11228,25985,8419,18167,8146,16214,7555,16083,10209,16197,10654,13598,12646,12781,14941,13486,19485,14447,22236,15713,33329,10312,34516,7067,23026,6323,20298,5365,22246,2593,14779,426,3949,0,606,1,0,0,0,20160208
201601,6호선,디지털미디어시티,49,1,6054,2159,14289,9410,44508,30461,55420,85267,28408,30258,19628,14844,18230,12689,18551,14761,18799,16590,16929,16596,16920,18008,18535,20707,25424,25831,55668,39402,29905,40724,15036,25282,12651,24116,9913,21886,4813,15430,888,5056,2,448,0,0,0,0,20160208
201601,6호선,월드컵경기장,0,0,970,1065,2759,4408,8652,5076,11989,11302,6617,8587,5616,8384,6879,10637,7604,12895,10255,15915,12090,14585,14202,13850,15508,12107,15127,11674,16282,13282,9021,12710,7690,7580,6740,6383,7596,5168,4151,3235,661,833,0,5,0,0,0,0,20160208
201601,6호선,마포구청,7,0,6552,2067,11943,8316,34840,14761,49806,38453,29694,19402,21003,12296,18945,12199,19651,14822,19744,16166,17913,16708,18801,17192,20417,19802,24717,22161,37655,31003,20524,30129,13254,20874,13561,18308,10846,19137,4941,12444,694,3498,1,2,0,0,0,0,20160208
201601,6호선,망원,1,0,5200,842,8463,4597,26600,7018,40421,32146,24697,25988,17874,16145,17136,14607,19140,19343,20453,19192,19079,22389,19769,22065,19760,25563,21634,27471,32605,38409,20493,36450,13996,21637,14454,18204,11781,18178,6142,11488,878,3073,0,0,0,0,0,0,20160208
201601,6호선,합정,8,0,3649,1354,6234,6992,13853,16860,23546,37270,17035,23788,13361,15875,14392,14529,16544,16697,17195,18562,17697,19551,19186,18583,21503,21500,26870,25287,40529,35765,30574,29905,24338,16952,28050,13360,29274,13595,16493,9750,2557,2729,0,2,0,0,0,0,20160208
201601,6호선,상수,27,0,3591,871,5724,3020,11163,5760,16622,23508,10104,21587,7520,16033,7910,18801,10150,20977,13614,25432,13560,21013,15004,22154,17823,25661,22695,31899,30184,43295,22834,37721,22391,19288,29535,14082,33450,11657,18900,8646,2677,2309,0,0,0,0,0,0,20160208
201601,6호선,광흥창,4,1,2604,1141,6326,6815,16108,15411,23756,36921,15743,19747,12304,14093,14022,11313,15263,11377,15222,12548,13789,11622,14138,11918,15903,12979,19112,14759,31494,19701,17712,19266,11452,12549,11916,10727,8989,10226,3677,7151,564,1939,0,0,0,0,0,0,20160208
201601,6호선,대흥,1,0,2220,884,4910,3825,12684,8659,20266,35273,12649,21223,10210,12535,10448,10279,12432,13124,13299,13201,11527,12735,12381,11674,14141,12973,19109,13806,24654,19799,14437,16089,10258,10216,10779,9105,10315,9576,3920,7427,635,1862,0,5,0,0,0,0,20160208
201601,6호선,공덕,114,1,5013,1803,8731,9027,20912,28470,30786,97554,20766,40191,17952,22986,20480,20428,22397,20511,24577,22311,24421,20875,27157,21495,28701,23934,38255,26809,77746,39679,44077,33543,30953,20064,30655,17634,24734,17650,12826,12415,1823,4995,1,312,0,0,0,0,20160208
201601,6호선,효창공원앞,0,0,2479,687,4927,4312,13463,9260,24825,31419,14105,19280,10435,10347,10315,8921,11111,8783,12555,10292,10636,9091,10785,10053,12785,10957,15775,12763,25151,16957,16620,14623,8708,9404,7741,8620,6267,8817,3047,6044,437,1993,1,3,0,0,0,0,20160208
201601,6호선,삼각지,5,0,1374,545,2920,5777,6474,14050,12497,26258,8555,11115,6652,8427,8627,9490,11334,9615,13454,10208,13791,9534,15792,8837,17836,8005,22277,8766,28312,11482,14698,9112,10951,6093,10646,6324,8672,6715,4577,5308,593,1202,0,0,0,0,0,0,20160208
201601,6호선,녹사평(용산구청),7,0,1316,580,2225,3945,5443,9069,10185,17608,7117,10278,6243,8901,6421,10832,7411,12897,8832,15530,10174,14254,12511,14318,15382,15740,18418,18569,21779,20771,15572,18458,14688,9443,15981,6893,16359,6114,8284,4318,742,1233,0,0,0,0,0,0,20160208
201601,6호선,이태원,0,0,9394,1279,8685,6811,11573,11191,18045,25979,13705,25535,12527,20765,14092,24515,16655,29637,20637,33323,24628,30915,27064,33463,31935,37311,36530,44802,43959,54167,38452,50405,34352,29779,39641,23149,42166,19276,25386,16078,2794,4792,0,0,0,0,0,0,20160208
201601,6호선,한강진,10,0,702,528,1304,5814,3438,15225,4951,30808,3154,21337,2759,11227,3413,9795,4098,10998,4993,14523,6321,14287,9037,10082,11267,10573,18898,12741,29366,19312,17162,15013,12331,4451,13671,3298,17367,2915,14703,2073,377,1754,0,2,0,0,0,0,20160208
201601,6호선,버티고개,0,0,964,277,1856,1005,5600,2084,7807,5829,5584,4235,4009,2814,3863,2517,4047,2561,3929,3263,3483,3401,3681,3777,3462,4096,4646,4631,6459,6950,4177,6127,2782,4068,2627,3917,1707,4112,911,2697,84,705,0,0,0,0,0,0,20160208
201601,6호선,약수,4,1,914,252,1876,1873,4382,4336,7131,17484,4822,9303,4655,6201,4750,5041,6118,5525,6128,5366,6187,5511,6335,5059,6544,5495,7701,6306,11636,8487,8339,6360,5729,3974,5632,3436,4916,3168,2286,2372,335,691,0,0,0,0,0,0,20160208
201601,6호선,청구,19,0,1320,197,3069,2146,6745,4778,10308,23881,5914,11625,4709,5714,5365,4154,5059,4890,5316,5464,5133,4922,5482,5081,5972,5633,7031,6332,12201,8553,9919,6421,5746,4501,4905,4143,3731,4053,1749,2742,265,904,0,1,0,0,0,0,20160208
201601,6호선,신당,79,0,7817,1054,5375,5908,6854,10813,10595,36581,9964,23936,8640,14472,10427,10760,13516,10503,11548,13609,12355,11902,13404,8839,16532,8881,21072,14160,26494,15164,18713,21289,13378,11076,14679,6978,12005,6505,12134,11442,1065,1913,0,0,0,0,0,0,20160208
201601,6호선,동묘앞,54,0,3635,858,4687,3403,8319,7982,13673,24685,11203,24026,11160,15395,12627,16311,16555,16600,18114,18401,20343,18585,23520,17487,24747,15116,25338,14795,27596,16422,17077,14189,11292,9988,9111,8967,7110,9041,3287,9143,505,2432,1,43,0,0,0,0,20160208
201601,6호선,창신,3,0,2459,341,4104,2109,12706,2428,16925,6509,8290,4060,4915,2592,4926,2265,5641,2676,4706,2997,3912,3309,3528,3211,4154,4228,5233,4770,4694,7703,2556,8303,2289,5354,1881,4882,1140,5769,577,3574,75,1100,0,0,0,0,0,0,20160208
201601,6호선,보문,0,0,3635,909,7749,3845,22500,7618,38313,21615,19775,10719,12875,8098,11495,7909,12391,8571,12847,8659,11254,9139,10543,9724,11537,12220,14441,13588,19034,21042,12423,21246,8186,14230,7045,12916,6570,14695,3730,9584,401,3032,0,0,0,0,0,0,20160208
201601,6호선,안암,3,0,2036,925,3676,4257,9479,12771,14683,36913,12114,30386,11693,20722,14462,18586,17204,19001,18795,23528,19024,18125,21375,17634,26107,16996,36150,20141,35478,25035,21994,22820,19395,15257,20926,13617,23836,13595,12839,10834,1655,4375,0,144,0,1,0,0,20160208
201601,6호선,고려대,3,0,3109,760,6711,3650,24054,8506,31130,28644,17115,14715,11843,11623,11540,9830,13914,12039,15051,12555,12959,11809,13276,12170,16398,12794,21586,15259,23276,20712,12315,22331,9194,15131,9168,14584,8760,14608,4007,11817,462,2828,2,37,0,0,0,0,20160208
201601,6호선,월곡,13,0,6243,973,11724,5054,38193,7637,47384,23198,25359,18489,18641,13575,17084,11844,18519,14202,19379,15044,16930,16627,16426,16795,18272,20045,19413,23176,26758,33920,16305,36758,11365,23547,10461,20146,8348,20408,4636,14647,703,3373,0,0,0,0,0,0,20160208
201601,6호선,상월곡,30,13,4222,657,7710,1782,24012,3022,29483,12115,14928,7115,10139,5369,9684,4748,9875,5913,9409,6448,7829,6738,6896,7962,7811,9518,8274,10559,10132,17324,6943,17956,3963,11881,3021,9774,2578,11354,1522,7960,192,2058,0,0,0,0,0,0,20160208
201601,6호선,돌곶이,3,0,5824,651,12528,3063,33544,5712,42354,16163,22321,11937,16193,8894,14640,8862,14991,10515,15006,11463,13941,10878,14118,13389,13249,15352,14377,18784,14237,27990,11981,28235,7016,18524,6516,15799,4889,16758,2452,10686,327,3646,0,0,0,1,0,0,20160208
201601,6호선,석계,573,0,7265,1677,18641,4697,52142,6623,58018,12490,31394,10165,22688,9225,20006,10260,20654,12762,20782,13727,17167,15999,16460,18859,15792,23144,17523,29834,17585,43424,12420,51989,8751,33131,8066,29438,7731,28398,4817,19912,851,6036,0,6,0,0,0,0,20160208
201601,6호선,태릉입구,0,0,2883,1028,5653,3513,17659,3943,19778,8334,10465,6636,7400,5025,7203,4919,7903,6001,8384,6035,7299,7090,6881,7450,6958,9138,8175,11334,8419,16703,6263,19278,4549,12209,3848,10986,3276,10536,1766,8635,287,3922,0,9,0,0,0,0,20160208
201601,6호선,화랑대,5,1,5257,1150,18169,3020,61477,5007,60727,13138,29414,9426,19964,7575,18517,7809,19249,9495,18186,9665,15140,10762,15189,11346,16285,15175,17840,17193,16164,31070,8915,35088,5844,23345,4779,19133,4031,22487,2006,15522,223,4929,0,40,0,0,0,0,20160208
201601,6호선,봉화산(서울의료원),15,0,4425,1360,13219,3481,43464,6145,42955,12125,21022,7035,15839,6805,14658,7236,14712,8643,13856,10589,12298,11192,11856,12722,11926,14969,13721,18381,13525,27152,8041,33115,5797,21001,4785,17826,3979,19405,2050,13511,316,4194,0,421,0,0,0,0,20160208
201601,7호선,장암,1,0,1077,106,6200,1074,17700,1130,11781,1517,4285,1831,2490,2161,2129,1395,2111,1009,2196,954,2207,1176,2559,821,3298,919,4151,1545,3152,2122,1831,2517,1052,1780,925,1506,533,1114,182,877,21,342,0,0,0,0,0,0,20160208
201601,7호선,도봉산,5,0,6931,542,18208,5280,63173,6647,48989,10265,23921,15838,16932,20271,15509,14446,16001,12201,17065,12163,17881,11925,18967,12832,18579,14027,17757,17567,15558,25725,9301,37256,5940,26083,4267,23765,2986,22153,1294,17438,202,7799,0,1136,0,0,0,0,20160208
201601,7호선,수락산,14,0,8564,934,22393,5653,55856,7695,51859,16673,32457,18314,24095,20700,21997,16349,23074,15615,23731,16208,22591,16484,22840,19184,22512,22735,22657,26816,23583,38249,15199,48913,10191,33708,8587,27305,6353,27601,3014,19598,406,7642,1,231,0,0,0,0,20160208
201601,7호선,남성,1,0,5185,661,11919,3957,35966,6333,56555,15803,31165,12820,19306,11468,17545,10632,17581,12266,18440,13832,15856,14539,15352,16906,14918,19491,16587,23406,17081,34337,11340,34937,10031,23379,9312,21526,7080,20761,3310,12928,692,4227,0,15,0,0,0,0,20160208
201601,7호선,숭실대입구,0,1,5362,959,12770,3950,39895,6766,59606,20853,32737,22136,20800,14465,20063,14529,21651,15390,22033,17812,19136,18293,18263,20627,21174,22938,25918,26557,23782,41615,15211,42159,11858,28292,12221,25872,11515,25784,6237,18131,1034,4975,0,1,0,0,0,0,20160208
201601,7호선,상도,0,0,3966,1321,10057,5924,30065,6532,44296,18225,25682,15348,17133,11959,16281,11810,16721,12645,17080,14414,15507,14354,14656,14816,16371,16935,20312,19454,19602,29717,11903,29290,9569,19824,9858,18122,8409,18131,4303,12822,776,3473,0,0,0,0,0,0,20160208
201601,7호선,장승배기,6,0,6308,1093,10564,5814,29181,8565,42117,19026,25590,14057,16863,11682,16105,11751,16922,12314,17248,14818,15871,14464,15465,16666,15668,18206,17475,21106,20021,31167,12186,28044,8981,19829,9175,18237,7217,17943,3438,11073,565,3698,0,0,0,0,0,0,20160208
201601,7호선,신대방삼거리,18,0,9745,1040,16148,5780,48473,12696,73379,32868,39144,21998,23878,16316,22496,14852,24051,15695,22759,18234,21170,19274,20538,21961,21427,25306,23573,29492,30243,48858,21410,48144,15263,31846,13539,29510,11060,27243,5160,17124,675,5464,0,50,0,0,0,0,20160208
201601,7호선,마들,6,0,7795,1537,21670,3029,62555,5951,56471,10244,28933,10317,22306,9319,20292,10047,21975,11918,19224,13498,16040,15265,15743,17293,14854,20968,14554,23391,13465,34852,9374,44138,6749,28816,5035,25303,3938,23381,1616,18567,238,6620,0,49,0,0,0,0,20160208
201601,7호선,노원,31,0,6786,2693,15030,6444,39123,15447,42621,44133,28264,47789,28237,33592,33125,33388,34850,37153,37856,44349,41040,45799,45580,44908,47310,44986,47020,50219,51071,64735,36103,64630,36465,35372,28677,27863,28286,23227,13064,18323,2137,6451,1,96,0,0,0,0,20160208
201601,7호선,중계,9,1,8813,1765,22343,5577,66462,11702,68940,22709,37021,17013,26746,13788,23782,15666,25390,14781,25124,16725,21788,17639,20069,20264,20857,22488,23188,27720,20771,42616,12528,50282,9935,32295,11119,27719,8841,27938,4206,19225,677,6630,0,0,0,0,0,0,20160208
201601,7호선,하계,6,0,7903,1722,23837,6431,72553,12908,78121,25875,42567,22262,32558,18594,30743,19909,34266,26686,32405,28744,30475,28075,30987,30921,34888,33658,36259,39691,32753,57315,22039,64581,16602,42757,15334,35668,15752,34374,5585,25751,677,8439,0,0,0,0,0,0,20160208
201601,7호선,공릉,4,0,5911,1375,13515,5499,38606,7767,45837,25214,24897,16905,18540,11878,18242,12087,20040,13586,19797,15546,17766,15963,18300,18885,18667,21613,22266,25775,24560,35259,15504,40061,12059,26057,10592,22322,9461,20509,5096,15758,939,5220,0,0,0,0,0,0,20160208
201601,7호선,태릉입구,81,2,5733,1231,6408,5396,18992,7512,25399,18996,16397,12309,11602,7963,11247,7942,12963,8569,13232,8739,12470,9219,12603,10172,13892,11712,17745,13685,18610,18789,12740,19786,8574,14008,8079,13039,6329,13412,3097,8646,501,4121,4,1381,0,0,0,0,20160208
201601,7호선,먹골,12,0,6625,923,11558,4998,38502,5283,47370,14488,25751,10840,17891,8989,15654,10136,16400,11907,17224,12491,15476,13207,14499,15778,14477,18875,17124,22527,19184,33411,12400,38110,9034,23887,7851,21391,5903,19968,3012,14407,529,3772,0,137,0,0,0,0,20160208
201601,7호선,중화,12,0,8042,822,13313,4858,38555,8313,49868,23223,28094,13635,18530,10637,17188,10135,18608,11267,17336,12891,15598,14231,15075,16321,15968,19894,19671,22990,23187,34796,15894,38063,10738,23712,9836,22492,6989,21995,3688,15210,572,4506,0,77,0,0,0,0,20160208
201601,7호선,상봉,215,2,9643,1447,16818,7579,49257,15005,66687,35535,36901,21444,23953,16411,23356,17892,24003,20699,25913,22411,24305,22859,25597,24191,25768,27820,30870,34302,39380,49736,30496,52729,21328,32983,20407,28735,17234,27165,8222,20210,1318,7518,0,21,0,0,0,0,20160208
201601,7호선,면목,12,0,10837,1067,19466,6664,55467,8261,78120,20427,39610,13882,24438,11638,20635,12155,21745,14259,22011,15874,19004,18018,18259,21745,19123,26190,21726,32005,21533,47825,18219,53206,11511,34930,9822,30531,7361,29481,3533,20572,624,6413,0,0,0,0,0,0,20160208
201601,7호선,사가정,0,0,9268,1555,18324,6846,49889,10264,73497,24052,40422,16238,26480,14651,24214,15236,25120,17313,26094,18866,23457,20345,22159,24852,22768,29654,26535,34952,26537,53081,21823,57657,15485,37109,14285,32749,11805,30600,6483,19070,1004,6558,0,0,0,0,0,0,20160208
201601,7호선,용마산,5,0,4365,551,9377,2255,25866,3372,34971,8105,18493,5641,10738,5891,9311,5306,9699,5853,9080,6568,7898,7225,7349,8957,7640,10159,8401,12377,8628,18721,5926,21556,3550,14386,2879,13584,2376,14816,1222,9396,228,3270,0,0,0,0,0,0,20160208
201601,7호선,중곡,0,0,5103,526,10542,6001,31063,7903,49077,21234,27598,12204,16496,9642,16481,9758,15650,10441,16518,11482,14690,12178,14188,14435,15911,16089,18778,19383,17412,29052,12343,30275,8096,19922,6713,18239,5001,18376,2202,12485,368,3497,0,0,0,0,0,0,20160208
201601,7호선,군자,21,0,6653,877,13097,6987,33297,8221,59724,27783,36117,17724,20619,11601,19052,10328,20188,11576,21788,12968,19990,14622,19487,16809,22491,17931,26773,22000,35163,33177,25390,35661,19003,22273,18720,19494,15680,19779,8219,12450,1397,4004,4,18,0,0,0,0,20160208
201601,7호선,어린이대공원,3,0,3599,783,7729,6553,18233,14670,33881,42495,21771,32316,13432,22899,16759,20423,19103,26111,20195,24834,21316,22287,24205,19847,28187,18494,35052,20859,38898,27771,24338,25523,18320,16845,20249,15080,20386,15593,10536,10120,1707,3293,0,8,0,0,0,0,20160208
201601,7호선,건대입구,24,0,3896,685,5479,7969,13849,19407,22235,40005,17731,36014,14256,24527,18535,27371,20086,31528,22850,35333,26252,32473,31698,31821,37555,32590,46761,39122,47123,55114,37893,48988,42401,24562,39112,19275,34895,16643,17090,9913,2476,4933,0,563,0,0,0,0,20160208
201601,7호선,뚝섬유원지,0,0,4340,618,8758,4089,21972,5396,35578,12762,22987,7958,12508,7709,10894,8994,11365,9866,11588,10607,11242,11157,11397,11851,12812,12298,14025,15182,12143,22626,8832,21515,6553,14855,5786,14995,4185,15265,2151,8684,347,2398,0,13,0,0,0,0,20160208
201601,7호선,청담,42,0,3994,3381,8880,21934,13909,64794,19281,178400,16097,119101,16570,46144,18785,30564,21975,27278,24724,30293,28020,27843,36440,25024,38518,25114,54336,26086,108475,29108,85219,24391,49284,15216,43051,13883,34269,11792,12059,8465,1408,4249,0,1,0,0,0,0,20160208
201601,7호선,강남구청,28,0,1920,1484,4585,11467,7560,29274,11303,107827,10269,91798,9939,39208,12659,25820,15439,22647,18972,23983,21995,21479,27784,19434,28084,19217,36704,19456,80617,21250,58246,17148,38543,10718,37038,8705,29083,7247,12519,5071,1935,2092,1,1,0,0,0,0,20160208
201601,7호선,학동,1,0,3119,1565,5733,18762,8651,48921,13351,204614,12889,134653,12365,51336,15528,34748,20147,27994,25911,31040,29703,27684,36459,23873,37745,23037,51141,22336,142474,24938,94217,17932,49424,12140,47706,9660,37376,7927,15022,6301,2298,2036,0,0,0,0,0,0,20160208
201601,7호선,논현,50,0,4598,1063,7267,15370,11521,47690,19528,123846,17038,96895,14422,39955,15833,27482,18755,26233,21836,30038,25173,27025,28704,25689,31743,26687,41655,30688,89366,41277,66117,33862,44605,19158,49062,14168,47005,11648,24654,8230,4198,2735,2,0,0,1,0,0,20160208
201601,7호선,반포,0,0,1048,621,3131,5479,7303,12039,12526,23494,8611,18952,6515,9379,6600,10289,7672,11595,8887,10845,9288,9222,10677,8273,13358,8893,16480,9784,19529,11951,15233,9622,11617,5942,11893,4930,12041,5000,4102,3113,555,799,0,0,0,0,0,0,20160208
201601,7호선,고속터미널,15,4,1779,2283,4024,20988,9991,38548,20047,63902,26845,49978,28587,36039,33584,36650,37075,35627,38530,37727,38940,36638,44835,33374,49757,31932,61353,31194,70515,35626,53588,26636,50768,14636,47397,11740,36501,7325,13732,4436,1553,1034,0,3,0,0,0,0,20160208
201601,7호선,내방,3,0,2428,1561,7425,9722,17958,22969,28801,87595,20997,46550,15490,20609,16326,16292,17227,15992,19759,18107,19631,18180,21861,18291,23489,18824,31572,21299,64410,28692,34810,25208,21431,15502,23426,13989,17910,12382,6836,8050,920,3970,0,343,0,0,0,0,20160208
201601,7호선,이수,10,1,4787,1049,10845,8326,27393,15045,46981,45028,29648,32268,20615,22576,21578,20735,23104,22216,26565,23622,26607,24811,27208,26346,28224,28624,31514,35147,44589,53041,30952,48595,28521,27545,29554,23671,28762,21019,15731,13249,2540,3830,2,85,0,0,0,0,20160208
201601,7호선,보라매,9,0,5299,1263,7070,6848,19550,16143,31396,32545,18068,23531,12677,11416,12320,10496,13401,11675,14173,12603,14345,11335,14268,12031,14404,12933,17919,16423,30400,24222,17745,22682,11385,14442,11123,13063,9090,13126,3490,8962,483,2778,1,83,0,0,0,0,20160208
201601,7호선,신풍,79,2,9850,1804,14644,6889,36719,9270,51539,20035,31437,14193,18879,12905,16645,13029,17753,12620,18121,13259,15591,14001,15569,16848,16526,19049,19477,24123,21770,36057,13786,33978,10441,21982,9076,22507,7097,23043,3383,12405,532,3778,4,581,0,0,0,0,20160208
201601,7호선,대림,17,0,8766,1075,9102,4379,18823,6747,28695,20443,20434,18146,13847,18131,14259,22859,17382,20458,20059,20402,20273,18563,21871,19087,22999,19687,24893,24515,26913,30669,19433,24579,15970,16797,13721,18197,10559,18597,5753,8660,644,1764,0,0,0,0,0,0,20160208
201601,7호선,남구로,29,0,14689,2066,17216,7319,35842,26231,43862,107719,29244,44178,18743,22221,17548,18729,18613,18079,19046,19113,17710,18558,19032,19333,21155,22039,29919,32251,71914,38770,46471,31671,27938,20899,21570,23560,15219,24412,6626,12200,896,3088,0,0,0,0,0,0,20160208
201601,7호선,가산디지털단지,297,4,5799,3372,9008,24289,19538,122910,21434,413881,18572,194358,18979,58366,23762,44607,30646,43516,38153,46719,41021,44707,52470,42016,62200,37689,122567,38718,314697,39110,181337,33556,108338,17819,106892,13280,57997,11706,23581,8040,2975,2707,3,3,0,0,0,0,20160208
201601,7호선,철산,1,0,11040,2754,29824,8681,91637,17037,102626,31207,52583,29567,36357,21338,34171,23307,35343,26954,35543,30668,32180,31290,31744,34551,34813,40261,38637,52338,43833,88410,28952,99756,23789,58735,25498,49302,23819,45224,11106,32148,1649,9336,1,1,0,0,0,0,20160208
201601,7호선,광명사거리,161,5,23016,3687,36318,11674,104334,18048,132041,29024,65188,26894,41712,24230,39516,27232,40932,31136,41508,34105,37367,36338,35828,41445,37094,48524,41106,60270,43679,93079,32246,99303,23672,61601,20789,56562,14964,50888,7420,34612,991,9522,0,7,0,0,0,0,20160208
201601,7호선,천왕,11,0,5295,776,11098,4260,33208,5213,38041,8758,20958,6351,12908,5788,11727,6974,11578,8101,11120,8939,10233,9527,9845,10938,10753,12635,11567,14835,12284,23063,8328,27004,5329,17100,4160,15426,3326,14701,1471,10085,184,3315,0,127,0,0,0,0,20160208
201601,7호선,온수,51,0,6618,900,15389,3722,48748,7610,58543,14483,24632,8844,14382,6936,13000,6264,13665,7715,12984,9184,10735,9783,10519,11312,11511,14131,13565,17719,13876,31861,7965,37825,5822,24025,5766,21917,4108,18576,2263,13897,401,7181,1,998,0,0,0,0,20160208
201601,7호선,까치울,0,0,2272,413,7380,2377,22633,3378,27992,6315,14007,4126,8710,3484,8048,4312,8505,5628,8694,5856,7443,6033,7489,6631,7395,8592,8825,11345,9096,17215,5849,19340,4440,13057,4268,11389,3033,11081,1191,6869,140,1974,0,0,0,0,0,0,20160208
201601,7호선,부천종합운동장,2,0,3201,739,6975,2586,20806,5817,24531,11108,11743,4869,7647,3904,7277,3775,7322,4139,6962,4636,5840,5044,6018,5515,6776,6688,8443,8997,10365,14269,5681,16501,4554,12016,3988,9679,2825,9856,1137,7330,94,2517,0,0,0,0,0,0,20160208
201601,7호선,춘의,0,0,3057,1027,8229,4889,19797,25055,22209,46233,12341,12898,9234,7039,9011,6147,9496,6186,9426,7481,9218,7424,9219,7447,9877,8531,19450,10809,32502,16137,16376,17675,12956,13357,12472,10232,6013,9625,2647,7605,302,2411,0,0,0,0,0,0,20160208
201601,7호선,신중동,1,0,4595,1215,15649,4162,44870,14248,41573,37607,22241,28194,17664,15633,18330,15742,20236,16009,20428,18235,19881,19111,21167,19465,22475,22147,26739,26636,37934,40118,22922,45000,24190,26446,17045,22531,13793,19967,6524,16334,976,5740,0,1,0,0,0,0,20160208
201601,7호선,부천시청,4,0,4560,979,14189,3582,38975,12844,33812,22897,17431,21955,13590,12992,14629,14387,16427,16198,16453,18689,16285,19288,18219,19888,20570,21198,24530,25880,29262,36730,20629,42160,22749,24962,18410,19764,14719,15667,6525,13045,955,4153,0,114,0,0,0,0,20160208
201601,7호선,상동,8,0,4540,1724,15037,5816,40404,11909,34099,28300,18408,27628,15841,18902,17148,19279,19462,22263,20486,24118,20806,22751,23032,22382,25677,23137,28515,28928,33213,38781,23487,42974,20802,28013,21432,20880,22108,17903,9005,13911,1313,4221,0,305,0,0,0,0,20160208
201601,7호선,삼산체육관,2,0,2653,339,8525,1605,24505,1870,22172,4687,11223,4634,7971,3996,7643,4487,8318,6178,7657,6396,7199,6578,7418,6908,7821,7977,8283,10883,8044,15292,4829,16721,4002,12270,3779,10438,2320,9303,1092,7242,188,2240,0,485,0,0,0,0,20160208
201601,7호선,굴포천,1,0,5004,401,12698,2910,34872,5101,35167,12824,18373,9956,13518,6691,12824,7923,13384,8857,13131,10638,11548,10507,11590,11783,11910,14922,13301,18667,15979,29329,10056,34863,7571,24089,7834,20871,5868,19512,2889,12060,375,4105,0,707,0,0,0,0,20160208
201601,7호선,부평구청,19,0,6395,616,23810,5623,62187,11140,48784,11990,26032,7318,17897,6041,16207,6574,17187,7710,15456,8694,13637,9847,12918,11412,13582,13272,20299,17554,18186,25446,11696,35507,8902,24431,7501,22701,5721,21749,2671,13517,419,5952,0,1631,0,0,0,0,20160208
201601,8호선,암사,0,0,11301,831,22539,6300,70822,8324,93536,20465,47759,15972,27804,11761,25235,12648,25903,14838,26118,17417,21789,19012,21067,23725,21307,27978,23917,33883,24483,55289,17492,56954,11376,37037,10096,35588,6710,31664,3093,22437,548,5365,2,949,0,0,0,0,20160208
201601,8호선,천호,6,0,9970,1224,18846,11575,49882,18398,74219,35999,40403,31101,25588,22988,25120,23533,26617,26036,29463,30338,26993,32331,28025,35444,30642,37484,36269,48778,44901,71654,30879,71171,25758,39031,21067,35146,17643,32340,9208,20805,1772,6482,0,393,0,0,0,0,20160208
