사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
201601,경의선,서울역,5,0,670,8,1090,4646,1813,9807,2401,24846,1881,7485,1787,6745,2059,5323,2039,3979,3691,3024,2829,3811,4793,2257,5951,2191,8794,2483,17317,5528,9168,3006,9415,2046,2480,1184,4325,261,2608,1375,1,163,0,0,0,0,0,0,20160208
201601,경의선,신촌,0,0,150,26,164,1038,377,2194,512,7316,458,2455,429,1927,908,1675,783,1422,1059,1692,993,1362,1211,966,1552,882,3012,993,3594,2046,1811,1541,1408,550,1713,413,1770,309,709,301,2,96,0,0,0,0,0,0,20160208
201601,경의선,공덕,0,0,304,113,1303,1265,3390,2792,3981,8634,2748,3436,2199,2174,2422,2406,2369,2097,2629,2493,2392,2435,2364,2844,2708,3174,3581,3656,5770,4719,3946,3954,2743,2396,2721,2524,1917,2366,1120,1466,99,450,0,0,0,0,0,0,20160208
201601,경의선,서강대,0,0,243,19,1188,1363,2207,2636,2933,7724,2049,6116,2134,3012,2339,3111,2743,3519,3137,3583,4731,3531,3787,3102,4025,3221,5448,3234,5791,4284,4042,3312,3540,2077,3922,1832,4223,1594,1836,1194,93,262,0,0,0,0,0,0,20160208
201601,경의선,홍대입구,4,1,403,57,627,437,1170,1632,1273,5024,822,3407,842,2667,879,3234,1099,4809,1388,4771,1484,4382,1697,4427,2276,4992,3008,4886,4066,6235,3216,4675,3151,2927,4062,2431,5622,1987,2546,1475,133,368,0,0,0,0,0,0,20160208
201601,경의선,가좌,0,0,1656,159,5483,2485,12508,2980,15370,5964,8045,5426,6463,4277,6103,4574,6673,5478,6555,6255,5890,6457,5927,7329,7027,7442,7188,8152,6916,10653,4110,10549,2983,6672,2519,5750,1977,4337,841,3931,33,720,1,1,0,0,0,0,20160208
201601,경의선,디지털미디어시티,6,2,846,186,1919,840,6227,2013,6155,3917,3695,2752,3126,2288,3238,2216,3462,2344,3517,2820,3205,2554,3191,2836,3481,3152,4370,3847,4933,6082,3244,5715,2182,3532,2051,3479,1659,3514,879,2350,75,495,0,1,0,0,0,0,20160208
201601,경의선,수색,0,0,735,175,1621,1637,3324,4152,3911,14951,3021,6291,2292,3336,2507,2594,2612,3015,2880,3403,2794,2948,2920,3076,3197,3518,4688,3543,11324,3687,5093,3223,3379,2074,3009,1520,2053,1765,763,1177,29,207,0,0,0,0,0,0,20160208
201601,경의선,화전,0,0,403,173,1001,1095,2519,1118,3512,3973,2851,3605,2094,2620,2207,2303,2882,2796,2770,3128,2792,2413,3090,2116,3246,2655,4086,2817,4756,3101,2374,2166,1751,1856,1655,1346,1192,2037,772,1530,54,494,0,0,0,0,0,0,20160208
201601,경의선,강매,0,0,1172,207,4633,692,13212,1022,12515,2029,5549,1250,4370,1083,3876,1155,3605,1586,3375,1895,2579,2275,2412,2729,2291,4139,2342,4307,2603,6319,1379,7893,789,6504,617,4335,476,5508,237,3150,14,1075,0,0,0,0,0,0,20160208
201601,경의선,행신,0,0,2320,846,9051,3525,38317,5226,28182,9176,13854,5830,10496,4350,11132,4778,10258,6949,11170,7432,8386,7459,7514,8822,7821,11302,10501,13722,12170,24209,5292,26207,5925,16489,5932,12923,4532,15527,2121,8176,80,3584,0,0,0,0,0,0,20160208
201601,경의선,능곡,0,0,1770,270,5442,1846,16181,2752,14995,4585,8138,4071,6102,3782,6226,3838,5878,3845,6239,4101,4963,4914,5098,5138,4862,6419,4980,7411,5155,11160,3390,10289,2550,7416,2239,5895,1994,6470,742,3673,52,2289,0,0,0,0,0,0,20160208
201601,경의선,곡산,0,0,156,178,479,396,1358,789,1195,2180,744,784,554,500,714,660,686,652,927,691,863,616,861,652,925,769,1250,942,1961,933,625,1030,473,665,415,592,264,488,99,442,8,141,0,0,0,0,0,0,20160208
201601,경의선,백마,6,0,3060,816,12008,2375,32422,5241,23097,10341,12791,6240,10403,4843,9419,4559,10016,5679,8826,6586,7961,7047,8084,7309,8054,9310,9236,10210,10917,21477,5964,20676,3894,13466,3594,12085,3630,10738,1226,10817,103,1985,0,0,0,0,0,0,20160208
201601,경의선,풍산,0,0,1906,288,7710,1507,15841,2745,14725,6997,10030,5028,7590,4022,6775,4481,7351,4991,6930,4777,6369,5333,6655,5656,6028,7666,7025,7441,7660,12268,4562,13978,3406,9837,4085,8572,3022,7928,999,6947,172,1545,0,0,0,0,0,0,20160208
201601,경의선,일산,5,0,4665,1007,19520,3350,45196,5781,31044,11555,17756,8683,13442,7388,13312,7893,14379,9169,13113,10942,11340,12469,12396,12417,12715,13377,12958,16690,12521,26340,7785,32133,6041,22292,5338,19056,4894,15767,1943,13268,249,3215,0,0,0,0,0,0,20160208
201601,경의선,탄현,3,1,3993,545,16488,2988,34833,5502,23572,8961,14470,8280,11818,5529,11666,5206,11873,7263,10770,6858,9206,8923,9491,9569,10577,10288,10693,13980,11538,21686,7097,29204,5729,17815,5995,16110,4825,14048,1745,12365,213,3114,0,0,0,0,0,0,20160208
201601,경의선,야당,8,2,1519,83,4176,1586,9495,1926,7829,3255,4757,2389,4459,1667,4092,1773,4154,2169,3605,2404,3066,2873,3020,3187,3972,3717,4024,5092,4000,7370,1965,7239,1395,5414,1382,4365,860,4009,425,3505,44,979,0,0,0,0,0,0,20160208
201601,경의선,운정,0,0,2930,183,9055,2693,21517,4659,17311,7314,9786,3542,8368,2801,8168,3057,7282,3899,6443,4378,5982,5340,5305,5737,6120,7404,7380,9005,8250,12091,4000,16009,2526,10822,2646,9713,1782,8142,448,5082,46,2700,0,0,0,0,0,0,20160208
201601,경의선,금릉,2,1,2815,242,6454,1781,17077,3381,12154,8316,8783,5494,7576,3782,7649,4056,7867,4929,7567,5564,6700,6372,6572,7354,6308,8646,7537,9691,9632,13208,5354,14900,4349,9161,4584,7486,3604,7731,1461,5191,230,3161,0,0,0,0,0,0,20160208
201601,경의선,금촌,18,1,3144,197,7258,2798,22111,9774,18615,13025,14468,9158,12336,7125,11622,8000,11998,8139,12180,9449,11007,9068,10717,11924,11249,12033,12174,15104,15192,16921,8435,18909,6586,11595,5860,11722,3558,10445,1340,6311,234,3346,0,0,0,0,0,0,20160208
201601,경의선,월롱,2,0,354,2,1084,1579,2181,9773,2970,9349,2710,2393,2224,1686,2188,1731,2559,2037,2877,2292,2231,1742,3088,2127,3491,2234,6449,2738,9138,3704,3486,3299,2873,3027,2610,3604,1040,3180,375,2844,13,1185,0,0,0,0,0,0,20160208
201601,경의선,파주,5,0,609,2,1204,486,2610,1374,3408,3168,2560,1090,2179,967,2133,978,1836,1156,1860,1048,1683,1188,1622,1091,1814,1673,2513,1760,3299,1987,1791,1448,787,1176,860,1208,283,905,106,898,8,300,0,0,0,0,0,0,20160208
201601,경의선,문산,738,6,3580,13,8219,2022,19613,6088,16983,11737,14534,6310,12065,6238,10920,5122,11155,9681,10644,7633,9504,9391,9868,10737,9462,13001,10972,14306,10961,13222,6283,16497,4787,12232,3825,9483,2283,9126,511,6968,3,3966,0,1,0,0,0,0,20160208
201601,경인선,개봉,715,6,14595,3567,32804,9343,88379,14522,85708,26310,51685,20048,38590,17057,36578,20779,38074,24328,38224,26924,32141,28847,29679,34606,29146,43373,32068,52445,32250,76864,21510,83155,15893,53477,14434,46839,10975,42225,4741,29162,148,3329,0,1,0,0,0,0,20160208
201601,경인선,오류동,225,3,9977,1851,16460,5178,45039,6870,46464,19873,26845,11216,20006,12860,18271,10996,21296,12592,21560,15048,16978,15420,16853,17747,16556,21433,18368,25598,22507,34484,13916,40004,9696,24077,8969,22021,6199,21106,2951,14521,135,2979,0,1,0,0,0,0,20160208
201601,경인선,역곡,307,6,21047,3131,42680,11052,118461,12666,123560,30167,66051,25452,45809,21594,43496,24442,45801,28031,44542,32800,37977,33736,36022,39232,37006,49208,41511,60512,40524,100476,27289,106060,21435,68133,19840,61191,16236,58627,8414,38940,625,7271,0,0,0,2,0,0,20160208
201601,경인선,부천,1322,29,31125,4264,48494,15731,131835,25351,135608,50540,75718,43298,58992,39882,59099,45786,64077,54083,65679,66646,62434,64721,63612,66907,67615,73160,70846,92514,77899,140180,57643,141518,46435,87628,46319,79629,41893,69968,22843,47176,2161,8644,0,1,1,1,0,0,20160208
201601,경인선,송내,772,3,15915,8325,42695,19440,131855,33840,108499,84732,60540,47105,45737,29420,44572,28449,49735,29684,45768,33854,41034,37361,40637,36702,44904,45964,55802,60388,83270,94202,49018,107387,35030,67535,30530,64064,25255,59368,12792,40368,1518,8081,0,0,0,0,0,0,20160208
201601,경인선,부평,4022,17,23266,5157,39891,13590,102798,21600,95337,36012,52875,49169,45289,39823,50197,52353,56559,63211,59693,77853,60069,78787,65119,80819,70900,86832,79420,100985,77677,154004,63735,148980,58887,94208,62156,70834,59190,61034,32273,41549,4779,12392,2,1,0,0,0,0,20160208
201601,경인선,백운,22,1,7469,1794,15536,3465,33387,4741,31081,9834,20573,8814,16468,6878,15314,7989,14947,10429,14591,12046,12320,11475,11596,13056,11241,15637,13483,19250,11746,27233,7941,29584,5610,19857,6403,18641,4204,16683,2419,13061,245,3740,0,0,0,0,0,0,20160208
201601,경인선,동암,302,6,21842,4877,40295,12538,94969,24702,87418,25919,54709,21219,42724,19600,40135,21736,41940,26278,39904,28926,33983,29122,32416,37110,33685,41162,38371,54616,40635,77130,26972,84691,21266,59795,19381,49876,13788,50093,7151,35538,637,9453,0,0,0,1,0,0,20160208
201601,경인선,주안,616,19,15869,4067,34944,13034,93206,32258,78913,51152,49018,38052,41104,27575,41789,29238,47626,35322,47889,35216,41535,37828,42222,38851,45893,46976,54763,53661,58646,76530,38074,90288,32656,64337,30797,54693,24313,49731,12848,36743,653,11396,1,7,0,2,0,0,20160208
201601,경인선,제물포,502,5,4027,1345,7774,3592,19902,7930,17425,15643,12352,9653,10215,7322,10705,7031,11903,7953,12597,9297,10874,9652,10582,9571,12282,11959,16505,12301,16385,15020,8730,15275,6169,12159,5069,10784,3770,10066,1675,7781,72,3347,0,0,0,0,0,0,20160208
201601,경인선,동인천,1642,12,8792,1753,21281,12427,58639,27256,44736,39093,30178,23416,27561,23301,28180,27923,32812,27402,33455,31742,32611,32187,34223,27150,36776,31090,46893,35630,58705,43117,37920,45295,22186,34330,17770,27754,11691,28438,4341,21421,12,7067,0,5,0,0,0,0,20160208
201601,경인선,인천,231,0,633,587,1520,2404,3564,4850,3637,6663,2637,4183,3219,5666,3218,10635,4938,12116,6604,12263,8700,10423,11031,8509,11671,5950,12539,4433,11877,3656,6180,2868,3983,2071,2823,1991,1120,1742,398,1454,14,1367,0,2,0,0,0,0,20160208
201601,경인선,구일,137,0,2987,1002,7983,2393,23523,4466,21107,11654,10722,5465,8267,3385,7295,3805,7910,5380,7892,5988,6552,6091,6791,7187,6865,8700,7990,10316,10669,15635,6105,19657,3850,12072,3344,11003,2904,10406,1498,6938,45,876,0,1,0,0,0,0,20160208
201601,경인선,소사,219,11,15210,2513,17527,9255,41619,12611,41650,18603,28383,11812,23132,12432,21433,13036,22386,14987,20585,18828,18017,17696,18223,18578,19595,21711,22097,25569,20803,35183,13235,37480,9704,26856,8468,23261,6408,24934,2960,17322,204,3707,0,0,0,0,0,0,20160208
201601,경인선,부개,1195,9,8771,1861,17463,3754,44670,5191,40914,11887,24386,9353,17757,7277,16231,8652,17689,10220,16954,11304,14228,12467,12559,14602,12955,17777,13566,21544,15083,32869,9877,34073,7244,23272,6420,22665,4892,20710,2439,13999,216,4035,0,0,0,1,0,0,20160208
201601,경인선,간석,183,2,5101,1239,11630,2410,27833,4278,22103,8149,13567,6437,11336,5806,10587,5870,11351,7269,11400,7918,9281,8535,8815,9636,9091,11645,9951,14078,10472,19794,7110,20490,5547,15290,4810,13544,3642,12879,2090,9030,150,3705,0,0,0,0,0,0,20160208
201601,경인선,도원,365,14,1819,963,3650,1636,8064,3707,6380,12044,5677,5237,5952,5198,6547,5047,8040,5208,7440,5449,6224,4919,6147,5316,6485,6050,6488,6646,8170,6929,3522,5986,2916,4713,2353,4361,1435,4118,759,3049,25,1818,0,1,0,0,0,0,20160208
201601,경인선,온수,55,2,4638,1165,7537,3447,21240,6258,22011,12382,14244,7906,10766,6389,10300,6008,12370,7253,11925,8090,10315,8155,9919,9428,10982,11087,11447,13224,12044,18910,7391,20262,5507,13234,5174,13049,3854,12286,2352,8271,229,1941,0,1,0,0,0,0,20160208
201601,경인선,중동,485,7,9839,1398,18197,3587,43737,5813,38498,13979,21111,10675,17013,9075,15930,9061,16505,11200,16157,11593,13435,12608,13037,14392,13406,16677,14087,20315,15179,28556,9584,32354,7276,21639,6632,19957,4857,18870,2001,14536,193,3232,0,0,0,0,0,0,20160208
201601,경인선,도화,195,21,2946,527,5405,1726,12221,3192,11373,7126,6922,3394,6208,3426,5857,3675,6007,4389,6174,4704,4879,5044,5304,5300,6105,6620,6435,6810,6732,7871,3679,8052,2840,6223,2377,5505,1356,5093,776,4211,29,1801,0,3,0,0,0,0,20160208
201601,경춘선,신내,6,0,377,109,734,676,1566,1014,1920,2073,989,1148,954,782,864,568,878,1026,890,845,942,981,863,1000,905,1027,1141,1498,1273,1714,931,1280,565,840,571,695,532,570,319,314,3,67,0,0,0,0,0,0,20160208
201601,경춘선,갈매,20,9,71,231,137,2289,383,1562,420,1257,339,639,390,247,321,333,367,341,432,395,567,349,626,392,1204,383,2259,445,1524,321,520,345,261,190,153,145,115,117,80,93,9,35,0,0,0,0,0,0,20160208
201601,경춘선,별내,12,0,728,255,1783,1425,7217,2273,7217,4999,3794,3081,3236,2050,3063,2481,3190,2636,3165,3059,2802,3067,3120,3431,3953,3254,4413,4936,4365,5887,2807,5464,2077,3983,2272,2638,1832,2924,1107,1921,128,195,0,0,0,0,0,0,20160208
201601,경춘선,퇴계원,1,0,2083,444,4003,1277,15637,2294,12442,4982,8144,2305,6192,2180,5237,2491,5098,2903,5018,3417,3833,3327,4250,4913,3836,4886,4633,5440,5215,11484,2911,10221,2293,7310,1781,4878,1275,6160,719,4080,42,574,0,0,0,0,0,0,20160208
201601,경춘선,사릉,1,0,1531,471,4487,1862,16220,3370,14938,5422,7517,2391,5213,2395,5234,2319,5034,2497,4803,3361,3635,2960,4009,3612,3386,5258,4789,5059,5486,9304,2978,13724,1777,8873,1578,5019,1046,6809,467,3960,42,677,0,0,0,0,0,0,20160208
201601,경춘선,금곡,1,0,949,235,1740,688,4537,1727,4888,3384,2877,1393,2344,1469,2429,1616,2268,1953,2297,1796,1785,1733,2409,1785,1950,2645,2061,2451,2827,3523,1492,3733,894,2092,739,1757,519,1533,226,1897,1,356,0,0,0,0,0,0,20160208
201601,경춘선,평내호평,136,2,4237,484,6897,2126,20540,3901,18033,7221,10978,6974,9865,5084,8805,5455,9989,6319,8105,6077,7855,7524,7588,7194,7599,10356,8438,10503,8318,15201,5390,16436,3970,12207,4116,10421,3594,6797,1951,9117,49,2215,0,0,0,0,0,0,20160208
201601,경춘선,천마산,5,0,596,162,1505,436,5036,1103,4137,858,2862,1044,2562,1230,2314,812,2059,1378,1943,1134,1775,1612,1429,1945,1426,2118,1295,2953,1351,2979,831,2829,565,2695,370,1562,244,2004,140,1445,5,274,0,0,0,0,0,0,20160208
201601,경춘선,마석,9,1,820,530,4064,2217,10464,4898,8676,6577,6971,4327,6217,3652,5976,3994,6143,4251,5641,4827,5161,4218,4991,6692,5646,5145,5246,7639,6936,8087,3246,9140,2278,6909,2007,4248,1415,5005,639,3376,17,1112,0,0,1,1,0,0,20160208
201601,경춘선,대성리,1,1,124,47,1306,226,1328,553,1010,1011,1174,754,1898,784,4257,851,3409,1350,1657,2938,980,2657,1046,3512,1119,1579,1177,1658,1233,1557,546,997,485,953,358,544,290,660,157,355,2,11,0,0,0,0,0,0,20160208
201601,1호선,서울역,1183,46,12383,8546,14333,48065,43490,112773,82742,233393,76600,127153,75807,84279,100907,76875,115203,84614,113867,88700,95006,90520,130717,96147,129545,98414,149320,96492,234971,111642,150754,85034,109687,60942,116882,52278,90451,45010,42065,22740,4819,7681,6,462,0,0,0,0,20160208
201601,1호선,시청,67,1,2493,4240,3555,20635,6688,73280,9101,176071,11725,77690,15276,43414,21682,44644,24985,41785,30634,44146,38724,41622,48976,37690,53976,30788,72170,29391,138562,29768,82981,18802,63408,9922,64526,8047,42792,5894,16090,3434,981,1112,1,10,0,0,0,0,20160208
201601,1호선,종각,125,3,5144,4536,5719,26253,8841,113568,14458,264991,16629,154380,23583,81952,37285,78058,47433,75920,65882,81931,73568,72185,86622,60785,97266,61931,126716,71639,230475,95299,149842,68171,122484,26402,146911,15142,130853,9532,62720,5930,4963,1577,6,6,2,1,0,0,20160208
201601,1호선,종로3가,174,3,4865,2093,4454,12738,7048,31798,11825,100847,15408,113463,26736,97532,47945,95546,60607,100458,84202,110023,87578,93479,100400,76179,111415,62814,114353,59011,132637,67243,105203,47051,73812,18023,81578,11629,71027,9069,29084,6321,2888,2772,0,37,0,0,0,0,20160208
201601,1호선,종로5가,33,2,2170,3194,3327,12166,5246,46117,9177,123786,12702,86210,19516,60083,30206,63229,41768,64343,55171,61996,63567,60455,70563,53815,72099,45456,84745,41890,126546,39273,84022,26948,50780,12007,45164,8166,34660,6169,12542,4156,766,1193,1,1,0,0,0,0,20160208
201601,1호선,동대문,524,10,13767,1963,10140,7666,15560,13463,23484,28556,23737,30401,21321,30014,22423,36085,28695,38954,32356,39887,35310,39735,36367,36867,36329,34182,37023,33483,35714,33346,25059,35628,19853,26466,18094,20941,14758,18758,7953,15128,751,4768,1,43,0,0,0,0,20160208
201601,1호선,신설동,207,4,6389,2390,9202,8608,19950,24945,28925,71944,20885,42578,19842,25683,24159,23729,26828,23578,29813,26169,28785,24198,31626,24607,31993,22668,41603,26131,63782,28563,34209,25291,20223,16274,18404,15735,13269,15858,5711,10187,470,2417,0,10,0,1,0,0,20160208
201601,1호선,제기동,192,1,4139,2384,8279,9462,21256,16372,29981,44506,22656,34694,23765,38687,33143,53344,42861,59656,51694,65633,59411,59810,66901,50482,64061,37477,51444,29290,44995,26578,23390,22029,14129,13835,13120,12571,7297,12249,3041,8093,243,1804,3,2,1,2,0,0,20160208
201601,1호선,청량리(지하),1092,13,11915,3098,18789,12618,45757,22724,64511,44700,44299,40963,38986,44181,45703,56469,54519,68146,59393,83275,64482,79662,74018,71126,83494,62068,76491,62007,64255,69789,43746,61260,39844,38172,30366,35177,20529,35904,8545,24182,471,6938,5,8,1,2,0,0,20160208
201601,1호선,동묘앞,126,0,2538,691,3141,3020,5622,8195,8817,23739,8583,16912,8827,16400,11750,22898,17294,28311,22912,32423,28737,34500,34424,28627,35006,20634,32139,14822,26555,11258,12923,9438,8010,6634,6835,6625,4645,6528,2164,4574,287,3319,0,229,0,0,0,0,20160208
201601,2호선,시청,30,0,1407,1645,2491,18909,5605,102569,9009,214479,11728,82184,16361,32599,22885,31990,24578,30514,31067,33499,35596,33202,43095,30644,46659,26937,75117,25660,167295,26685,95943,17805,61426,8909,60329,7151,40204,6188,16893,4331,2187,1388,1,58,0,0,0,0,20160208
201601,2호선,을지로입구,140,3,3549,3203,3638,30192,8339,138534,15144,340217,20369,165172,27472,91232,36887,97194,43916,78989,61087,83020,72824,77003,89467,75279,100105,71676,129444,72161,270009,81297,188043,53150,172484,26732,147704,20681,105414,16549,48179,10359,5329,4920,7,970,3,2,3,3,20160208
201601,2호선,을지로3가,7,0,1079,1507,2433,17513,4494,62128,8695,157034,12041,74543,15403,35881,19508,30518,22398,24864,26363,27635,30022,25315,33138,22062,37241,20728,54670,20492,120318,21408,72281,14629,42833,7307,39134,6401,30500,5551,14153,4090,2339,1082,0,46,0,0,0,0,20160208
201601,2호선,을지로4가,10,0,694,667,1612,7805,3185,22595,5260,79384,8966,49580,12980,27954,15660,25624,18678,23849,21179,23791,25980,24929,28906,20774,31753,18170,39582,14171,70427,12311,46045,7375,20385,4852,15208,4196,10782,4151,4817,3308,820,759,1,21,0,0,0,0,20160208
201601,2호선,동대문역사문화공원,331,2,10854,1132,5877,9845,7392,20779,13358,56199,14087,37991,15330,33263,18451,31219,22915,33434,24601,37403,30306,38509,35900,34228,40546,31687,50047,33249,59137,36774,45440,46727,33271,33224,31226,24045,28862,19739,18081,14320,3366,4418,0,50,0,0,0,0,20160208
201601,2호선,신당,9,0,6425,1410,10206,11930,24194,15614,38065,42761,25353,28639,18666,21731,20235,22339,22836,24135,25827,26978,26395,27891,27597,27094,30559,28193,36096,33122,42413,39886,28236,34610,19778,22701,17520,20903,13007,21170,7038,13081,977,3835,0,16,0,0,0,0,20160208
201601,2호선,상왕십리,21,0,4913,1177,10282,10995,27245,10836,42345,31980,24388,15815,16881,11076,16026,10435,16289,11378,17014,12779,14833,13122,14910,14281,17170,16164,24153,19450,25835,28112,16329,26073,9779,17232,8663,17100,6797,17578,2813,11711,411,3416,0,4,0,0,0,0,20160208
201601,2호선,왕십리(성동구청),453,5,7334,1534,11563,6228,30495,13064,51289,32933,33058,24155,22580,18147,24210,19683,28932,23164,31503,25134,29691,25503,30912,26704,32546,29569,40118,38493,48157,59261,33197,52213,29783,30933,34358,26878,34183,26568,20279,19105,2825,7044,0,37,0,0,0,0,20160208
201601,2호선,한양대,8,1,1309,387,2760,4737,6002,10100,9140,33579,7058,44603,6276,20004,9248,15008,11245,19927,12748,21267,12747,15140,15414,12682,23401,11880,29943,11251,30460,13644,16824,9870,12204,6405,13981,5787,12075,5817,6356,3930,1018,1195,1,1,1,0,0,0,20160208
201601,2호선,뚝섬,18,2,4226,1534,10386,11024,25432,22880,35891,99517,22230,41953,17110,19982,17668,16310,18599,17292,21750,18553,20624,18405,21789,19361,23218,21977,31373,25798,71591,34512,41168,30297,21975,19391,20983,18404,15020,18717,5938,12372,776,3999,0,20,0,0,0,0,20160208
201601,2호선,성수,23,3,6293,3187,11229,21007,25030,66149,34379,248375,27612,75134,22735,33412,23216,25438,25097,24543,31324,27136,31794,26770,34048,27905,33969,29466,51211,33773,153393,39557,93237,34677,44863,21993,40065,19422,28068,18099,12282,13556,1748,8292,8,1139,2,1,0,0,20160208
201601,2호선,건대입구,412,15,22473,2166,29240,16329,65397,27355,111709,70276,75705,54526,44802,47314,45404,53789,53188,67963,59206,80284,59777,78556,65082,83318,72293,93597,84176,122622,99964,179593,85141,161874,85456,94895,98331,82050,102717,76038,63404,49125,9265,15967,6,1282,0,0,0,0,20160208
201601,2호선,구의,12,4,11938,1572,24317,11952,65246,14573,111482,48947,63818,31752,37761,24418,35587,23027,34467,25509,36872,29762,34096,32592,33301,37280,34305,40898,41898,50040,52638,74698,29385,73477,21949,50253,20792,47500,17435,48397,9424,28740,1376,9370,0,9,0,0,0,0,20160208
201601,2호선,강변,32,0,9835,4218,29662,31885,97125,37493,151299,60823,110092,58992,92801,57355,93648,60582,90778,69113,91443,78123,83534,84879,84059,96200,85176,103851,91851,114325,96138,149776,81412,137472,66964,94353,54269,82627,42166,78686,16968,45754,2112,10119,1,1,0,0,0,0,20160208
201601,2호선,잠실나루,11,0,2998,1819,14963,10052,49198,21632,62591,42435,37809,28090,27833,22945,30040,21131,29407,24547,29252,25976,29316,26019,30095,25257,33288,25765,36633,29384,40498,44355,23182,44400,17295,28726,14458,26864,10137,27536,4470,18206,681,5058,1,0,0,0,0,0,20160208
201601,2호선,잠실,92,8,14294,6412,45630,66526,137257,83558,196769,165072,136517,161302,90336,116120,97107,127290,104163,120580,120131,128745,121335,131020,140042,134168,160676,143488,215490,152440,246169,211799,188195,184231,177209,112734,152025,101223,121152,104616,48244,65970,4260,14578,0,2,0,0,0,0,20160208
201601,2호선,신천,35,6,6784,999,19901,7957,63764,16631,88135,33384,55024,37022,37588,27262,38348,29366,40292,31883,41641,37698,37694,40629,39738,42955,42889,49008,47131,63640,53999,94182,41229,89232,35103,54952,37394,45893,35711,44256,21824,26829,3197,7876,1,28,2,1,0,0,20160208
201601,2호선,종합운동장,26,0,2453,1326,9116,9166,23711,16460,34198,32382,25908,22296,17582,15019,16999,15899,18196,17359,18648,19125,21266,19109,18820,21467,22871,18818,28688,24008,32651,38230,17817,33883,14766,21014,14446,19290,6996,21185,2870,12623,430,3496,0,105,0,0,0,0,20160208
201601,2호선,삼성,137,1,5812,5589,10187,43456,20435,122013,28616,327399,28545,245978,29169,106786,41525,100062,53368,94334,71246,101280,83438,93390,106820,81861,120376,75854,162678,74175,290188,84331,201806,59640,149400,28779,133010,22289,98641,19593,28834,11241,3849,7135,5,2073,0,0,0,0,20160208
201601,2호선,선릉,132,4,7520,6694,14360,32943,25198,105797,37280,303861,36971,220228,40532,92028,55316,67706,61290,61584,75712,73760,83290,63886,103647,56393,121707,56100,153071,57484,292124,66226,180223,53503,110454,30882,116064,25518,96205,22834,38273,15101,5360,6291,1,148,0,0,0,0,20160208
201601,2호선,역삼,55,1,5030,7953,10503,35184,16427,121701,27395,353245,27105,255944,28434,104390,38290,77242,45828,62908,58229,74700,65229,65225,80922,58453,92320,54008,133798,56717,282298,65021,169560,50460,101267,28999,103491,21917,77236,18807,35274,13295,5268,3700,1,51,0,0,0,0,20160208
201601,2호선,강남,353,4,17606,13101,27877,68304,51904,196191,83363,369436,73164,379149,74247,198316,103801,176443,132364,177280,177706,219828,172734,183192,201819,169414,228531,168819,271647,199043,377927,274426,287259,223938,230325,102974,289273,76031,301196,62759,137328,40803,21709,10141,5,87,0,0,0,0,20160208
201601,2호선,교대,24,1,3594,6095,14219,29572,27910,57308,40904,155533,35442,156462,35273,78861,43559,71145,47240,65054,60973,70894,65665,67202,71280,62185,73759,59575,98169,68163,157202,87919,89523,67598,64959,36675,75572,31808,73693,30105,28073,17541,4554,4387,1,32,0,0,0,0,20160208
201601,2호선,서초,3,0,1634,4596,6846,18552,13935,45936,24066,128891,26871,89989,19881,42030,31102,41895,26424,32014,39127,35066,37291,37291,42784,27966,46454,29004,58872,28124,111347,34044,55768,27324,34562,13999,41267,13044,33073,13317,10497,7777,1284,1695,1,12,0,0,0,0,20160208
201601,2호선,방배,24,1,3534,2887,11170,10382,26450,26576,43346,79123,33594,51203,23724,30725,26148,24122,28363,25265,31825,30840,30834,29078,32212,28504,34937,29565,41844,34170,74212,43004,40566,38603,27552,25861,29633,24134,22976,25569,11089,16120,1828,4362,1,2,1,2,0,0,20160208
201601,2호선,사당,51,2,11534,3602,23293,29882,69024,53925,104317,83485,74095,66105,49203,50084,49974,56952,54535,60378,64447,62490,70461,62019,70533,69230,73430,83798,80993,113293,107762,176322,84817,155263,76971,89778,86392,81939,88493,83021,51864,54564,8797,16125,6,781,0,0,0,0,20160208
201601,2호선,낙성대,86,3,11728,2245,27009,11470,90078,19698,137523,51186,82145,41304,45074,31128,41403,28015,45506,31993,47697,33784,41722,36891,42356,41426,42738,45741,52036,56246,64857,91956,41785,100445,30418,67296,31460,64943,24156,67824,12454,45872,1972,12819,5,177,0,0,0,0,20160208
