,사용월,호선명,지하철역,작업일자,time,승하차구분 ,population
344,201601,경의선,수색,20160208,07시-08시,하차,4152
345,201601,경의선,수색,20160208,08시-09시,승차,3911
346,201601,경의선,수색,20160208,08시-09시,하차,14951
347,201601,경의선,수색,20160208,09시-10시,승차,3021
348,201601,경의선,수색,20160208,09시-10시,하차,6291
349,201601,경의선,수색,20160208,10시-11시,승차,2292
350,201601,경의선,수색,20160208,10시-11시,하차,3336
351,201601,경의선,수색,20160208,11시-12시,승차,2507
352,201601,경의선,수색,20160208,11시-12시,하차,2594
353,201601,경의선,수색,20160208,12시-13시,승차,2612
354,201601,경의선,수색,20160208,12시-13시,하차,3015
355,201601,경의선,수색,20160208,13시-14시,승차,2880
356,201601,경의선,수색,20160208,13시-14시,하차,3403
357,201601,경의선,수색,20160208,14시-15시,승차,2794
358,201601,경의선,수색,20160208,14시-15시,하차,2948
359,201601,경의선,수색,20160208,15시-16시,승차,2920
360,201601,경의선,수색,20160208,15시-16시,하차,3076
361,201601,경의선,수색,20160208,16시-17시,승차,3197
362,201601,경의선,수색,20160208,16시-17시,하차,3518
363,201601,경의선,수색,20160208,17시-18시,승차,4688
364,201601,경의선,수색,20160208,17시-18시,하차,3543
365,201601,경의선,수색,20160208,18시-19시,승차,11324
366,201601,경의선,수색,20160208,18시-19시,하차,3687
367,201601,경의선,수색,20160208,19시-20시,승차,5093
368,201601,경의선,수색,20160208,19시-20시,하차,3223
369,201601,경의선,수색,20160208,20시-21시,승차,3379
370,201601,경의선,수색,20160208,20시-21시,하차,2074
371,201601,경의선,수색,20160208,21시-22시,승차,3009
372,201601,경의선,수색,20160208,21시-22시,하차,1520
373,201601,경의선,수색,20160208,22시-23시,승차,2053
374,201601,경의선,수색,20160208,22시-23시,하차,1765
375,201601,경의선,수색,20160208,23시-24시,승차,763
376,201601,경의선,수색,20160208,23시-24시,하차,1177
377,201601,경의선,수색,20160208,00시-01시,승차,29
378,201601,경의선,수색,20160208,00시-01시,하차,207
379,201601,경의선,수색,20160208,01시-02시,승차,0
380,201601,경의선,수색,20160208,01시-02시,하차,0
381,201601,경의선,수색,20160208,02시-03시,승차,0
382,201601,경의선,수색,20160208,02시-03시,하차,0
383,201601,경의선,수색,20160208,03시-04시,승차,0
384,201601,경의선,수색,20160208,03시-04시,하차,0
385,201601,경의선,화전,20160208,04시-05시,승차,0
