year,month,day,요일,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2023,1,1,일요일,강남구,0.024,0.024,0.6,0.004,52,36
2023,1,1,일요일,강동구,0.027,0.017,0.7,0.003,56,43
2023,1,1,일요일,강북구,,0.026,0.7,0.004,51,34
2023,1,1,일요일,강서구,0.021,0.025,0.6,0.004,62,38
2023,1,1,일요일,관악구,0.025,0.02,0.6,0.003,54,35
2023,1,1,일요일,광진구,0.0175,0.0176,0.79,0.0026,48,36
2023,1,1,일요일,구로구,0.019,0.021,0.4,0.003,53,35
2023,1,1,일요일,금천구,0.023,0.024,0.6,0.004,47,38
2023,1,1,일요일,노원구,0.031,0.022,0.7,0.004,51,39
2023,1,1,일요일,도봉구,0.02,0.029,0.7,0.003,43,32
2023,1,1,일요일,동대문구,0.023,0.024,0.7,0.004,52,37
2023,1,1,일요일,동작구,0.022,0.025,0.6,0.004,56,41
2023,1,1,일요일,마포구,0.023,0.02,0.6,0.003,49,40
2023,1,1,일요일,서대문구,0.024,0.022,0.7,0.005,53,37
2023,1,1,일요일,서초구,0.018,0.024,0.5,0.003,52,37
2023,1,1,일요일,성동구,0.027,0.022,0.6,0.003,53,33
2023,1,1,일요일,성북구,0.03,0.021,0.8,0.004,45,34
2023,1,1,일요일,송파구,0.03,0.018,0.7,0.003,51,35
2023,1,1,일요일,양천구,0.023,0.02,0.6,0.003,53,39
2023,1,1,일요일,영등포구,0.023,0.023,0.6,0.004,51,34
2023,1,1,일요일,용산구,0.019,0.024,0.6,0.004,50,37
2023,1,1,일요일,은평구,0.021,0.023,0.8,0.004,55,37
2023,1,1,일요일,종로구,0.0215,0.0251,0.67,0.0038,53,42
2023,1,1,일요일,중구,0.023,0.026,0.6,0.004,54,46
2023,1,1,일요일,중랑구,0.03,0.021,0.7,0.003,52,39
2023,1,1,일요일,강남대로,0.025,0.02,0.6,0.004,54,38
2023,1,1,일요일,강변북로,0.031,0.017,0.9,0.003,51,37
2023,1,1,일요일,공항대로,0.018,0.024,0.6,0.003,53,36
2023,1,1,일요일,도산대로,0.024,0.019,1,0.004,54,38
2023,1,1,일요일,동작대로,0.026,0.023,0.7,0.004,58,37
2023,1,1,일요일,시흥대로,0.027,0.02,0.6,0.004,47,29
2023,1,1,일요일,신촌로,0.03,0.016,0.7,0.005,62,43
2023,1,1,일요일,영등포로,0.025,0.02,0.6,0.004,53,38
2023,1,1,일요일,정릉로,0.033,0.016,0.8,0.004,53,40
2023,1,1,일요일,종로,0.024,0.022,0.8,0.004,52,33
2023,1,1,일요일,천호대로,0.037,0.015,0.9,0.004,54,37
2023,1,1,일요일,청계천로,0.023,0.024,0.7,0.004,53,36
2023,1,1,일요일,한강대로,0.027,0.023,0.7,0.005,58,35
2023,1,1,일요일,홍릉로,0.027,0.017,0.7,0.004,48,39
2023,1,1,일요일,화랑로,0.034,0.016,0.7,0.003,47,33
2023,1,1,일요일,관악산,0.012,0.035,0.4,0.005,45,29
2023,1,1,일요일,남산,0.018,0.025,0.8,0.004,51,37
2023,1,1,일요일,북한산,0.009,0.032,0.4,0.003,46,33
2023,1,1,일요일,세곡,0.024,0.021,0.7,0.004,48,32
2023,1,1,일요일,항동,0.012,0.026,0.8,0.004,46,31
2023,1,1,일요일,행주,0.015,0.024,0.8,0.004,62,43
2023,1,1,일요일,마포아트센터,0.023,0.026,0.7,0.004,,36
2023,1,1,일요일,서울숲,0.023,0.023,0.4,0.004,51,32
2023,1,1,일요일,올림픽공원,0.025,0.027,0.9,0.003,46,35
2023,1,1,일요일,자연사박물관,0.022,0.026,0.8,0.004,50,35
2023,1,2,월요일,강남구,0.0206,0.0212,0.43,0.0034,24,11
2023,1,2,월요일,강동구,0.0194,0.0173,0.38,0.0028,26,13
2023,1,2,월요일,강북구,0.008,0.0207,0.49,0.0022,22,11
2023,1,2,월요일,강서구,0.0176,0.022,0.44,0.0034,32,11
2023,1,2,월요일,관악구,0.0209,0.0183,0.45,0.0031,26,11
2023,1,2,월요일,광진구,0.0108,0.0182,0.51,0.002,21,11
2023,1,2,월요일,구로구,0.0163,0.0186,0.28,0.0032,25,8
2023,1,2,월요일,금천구,0.0243,0.0188,0.49,0.0035,23,14
2023,1,2,월요일,노원구,0.0212,0.0223,0.45,0.0033,25,14
2023,1,2,월요일,도봉구,0.013,0.0287,0.38,0.0028,21,10
2023,1,2,월요일,동대문구,0.0169,0.0235,0.45,0.0035,24,12
2023,1,2,월요일,동작구,0.0214,0.0187,0.41,0.003,27,14
2023,1,2,월요일,마포구,0.0175,0.0193,0.47,0.0026,21,10
2023,1,2,월요일,서대문구,0.0178,0.0205,0.35,0.0038,23,9
2023,1,2,월요일,서초구,0.0186,0.0199,0.29,0.0032,23,8
2023,1,2,월요일,성동구,0.0239,0.0186,0.42,0.0032,25,11
2023,1,2,월요일,성북구,0.0223,0.02,0.51,0.0036,20,10
2023,1,2,월요일,송파구,0.0256,0.0169,0.51,0.003,27,13
2023,1,2,월요일,양천구,0.0188,0.0177,0.44,0.0027,26,12
2023,1,2,월요일,영등포구,0.0188,0.0188,0.43,0.0031,22,9
2023,1,2,월요일,용산구,0.0166,0.021,0.49,0.0033,25,14
2023,1,2,월요일,은평구,0.016,0.0216,0.62,0.0038,23,7
2023,1,2,월요일,종로구,0.0179,0.0224,0.44,0.0033,25,14
2023,1,2,월요일,중구,0.019,0.0265,0.43,0.0031,23,14
2023,1,2,월요일,중랑구,0.0232,0.0195,0.42,0.0029,23,13
2023,1,2,월요일,강남대로,0.0273,0.0144,0.58,0.0036,30,11
2023,1,2,월요일,강변북로,0.03,0.0144,0.74,0.0031,28,14
2023,1,2,월요일,공항대로,0.0239,0.0154,0.42,0.0026,28,12
2023,1,2,월요일,도산대로,0.0245,0.017,0.78,0.004,26,10
2023,1,2,월요일,동작대로,0.0283,0.0158,0.51,0.0028,30,14
2023,1,2,월요일,시흥대로,0.024,0.0165,0.41,0.0032,22,8
2023,1,2,월요일,신촌로,0.0298,0.0129,0.55,0.0049,34,15
2023,1,2,월요일,영등포로,0.0256,0.0156,0.5,0.0033,26,14
2023,1,2,월요일,정릉로,0.0298,0.013,0.55,0.003,29,13
2023,1,2,월요일,종로,0.0175,0.021,0.48,0.0041,25,10
2023,1,2,월요일,천호대로,0.0309,0.0144,0.52,0.0035,30,12
2023,1,2,월요일,청계천로,0.0176,0.0212,0.44,0.0031,25,12
2023,1,2,월요일,한강대로,0.0235,0.0202,0.55,0.0043,28,7
2023,1,2,월요일,홍릉로,0.0228,0.0155,0.47,0.0035,24,14
2023,1,2,월요일,화랑로,0.0333,0.0151,0.49,0.003,27,12
2023,1,2,월요일,관악산,0.0126,0.0263,0.3,0.0044,24,10
2023,1,2,월요일,남산,0.015,0.0228,0.65,0.004,21,10
2023,1,2,월요일,북한산,0.0053,0.0296,0.24,0.0031,18,9
2023,1,2,월요일,세곡,0.0279,0.014,0.66,0.0038,29,12
2023,1,2,월요일,항동,0.0115,0.0224,0.58,0.004,20,5
2023,1,2,월요일,행주,0.0078,0.0256,0.28,0.004,22,9
2023,1,2,월요일,마포아트센터,0.0194,0.0228,0.44,0.004,28,9
2023,1,2,월요일,서울숲,0.0186,0.0194,0.13,0.004,24,7
2023,1,2,월요일,올림픽공원,0.0201,0.0252,0.68,0.0031,20,11
2023,1,2,월요일,자연사박물관,0.0158,0.0245,0.33,0.004,21,7
2023,1,3,화요일,강남구,0.0303,0.0162,0.51,0.0034,29,15
2023,1,3,화요일,강동구,0.028,0.0117,0.49,0.0028,34,21
2023,1,3,화요일,강북구,0.0228,0.0184,0.61,0.0026,32,17
2023,1,3,화요일,강서구,0.0302,0.0149,0.55,0.0038,37,16
2023,1,3,화요일,관악구,0.0339,0.0133,0.6,0.0032,30,15
2023,1,3,화요일,광진구,0.0203,0.0116,0.69,0.0022,32,19
2023,1,3,화요일,구로구,0.0283,0.0113,0.39,0.0033,30,13
2023,1,3,화요일,금천구,0.0292,0.0146,0.51,0.0034,25,17
2023,1,3,화요일,노원구,0.0349,0.0156,0.62,0.0037,35,22
2023,1,3,화요일,도봉구,0.0259,0.0194,0.54,0.0025,26,15
2023,1,3,화요일,동대문구,0.0296,0.0164,0.59,0.0038,30,17
2023,1,3,화요일,동작구,0.0332,0.0109,0.51,0.0027,28,17
2023,1,3,화요일,마포구,0.0297,0.011,0.55,0.003,28,19
2023,1,3,화요일,서대문구,0.0307,0.0135,0.77,0.0065,29,15
2023,1,3,화요일,서초구,0.0329,0.0114,0.38,0.0032,27,12
2023,1,3,화요일,성동구,0.0324,0.0135,0.49,0.0032,29,13
2023,1,3,화요일,성북구,0.034,0.0135,0.69,0.0039,28,17
2023,1,3,화요일,송파구,0.0352,0.0121,0.6,0.0029,31,18
2023,1,3,화요일,양천구,0.0283,0.0129,0.53,0.0027,30,17
2023,1,3,화요일,영등포구,0.0301,0.0137,0.52,0.0032,28,15
2023,1,3,화요일,용산구,0.0262,0.0149,0.55,0.0034,28,17
2023,1,3,화요일,은평구,0.0243,0.015,0.7,0.0035,26,11
2023,1,3,화요일,종로구,0.0283,0.0158,0.59,0.0033,27,19
2023,1,3,화요일,중구,0.0309,0.0181,0.54,0.0032,28,20
2023,1,3,화요일,중랑구,0.0295,0.0157,0.52,0.0027,32,20
2023,1,3,화요일,강남대로,0.0381,0.0086,0.78,0.0038,33,16
2023,1,3,화요일,강변북로,0.0396,0.0103,0.83,0.0031,33,19
2023,1,3,화요일,공항대로,0.0363,0.0097,0.59,0.0029,36,19
2023,1,3,화요일,도산대로,0.0348,0.0134,0.73,0.0039,31,15
2023,1,3,화요일,동작대로,0.0385,0.0109,0.64,0.003,35,18
2023,1,3,화요일,시흥대로,0.041,0.0104,0.58,0.0037,28,12
2023,1,3,화요일,신촌로,0.0411,0.0071,0.71,0.0043,36,20
2023,1,3,화요일,영등포로,0.0344,0.0122,0.58,0.0036,30,18
2023,1,3,화요일,정릉로,0.039,0.0088,0.65,0.0032,35,20
2023,1,3,화요일,종로,0.0307,0.014,0.61,0.0036,30,14
2023,1,3,화요일,천호대로,0.0413,0.0085,0.67,0.0035,36,20
2023,1,3,화요일,청계천로,0.0294,0.0124,0.59,0.0032,32,17
2023,1,3,화요일,한강대로,0.0335,0.0145,0.65,0.0037,32,12
2023,1,3,화요일,홍릉로,0.0325,0.0107,0.56,0.0036,31,21
2023,1,3,화요일,화랑로,0.042,0.009,0.63,0.0028,34,19
2023,1,3,화요일,관악산,0.0114,0.0319,0.25,0.0044,22,11
2023,1,3,화요일,남산,0.0239,0.0176,0.77,0.0041,24,14
2023,1,3,화요일,북한산,0.007,0.0293,0.27,0.0032,21,11
2023,1,3,화요일,세곡,0.0351,0.0102,0.88,0.0044,31,16
2023,1,3,화요일,항동,0.0173,0.0155,0.68,0.0036,23,9
2023,1,3,화요일,행주,0.0244,0.0169,0.35,0.0039,28,15
2023,1,3,화요일,마포아트센터,0.0306,0.016,0.43,0.0039,28,13
2023,1,3,화요일,서울숲,0.029,0.0144,0.28,0.0039,30,13
2023,1,3,화요일,올림픽공원,0.0307,0.0182,0.79,0.0031,27,18
2023,1,3,화요일,자연사박물관,0.0277,0.0172,0.24,0.004,24,12
2023,1,4,수요일,강남구,0.0412,0.0111,0.61,0.0036,35,22
2023,1,4,수요일,강동구,0.0349,0.0089,0.55,0.0028,37,26
2023,1,4,수요일,강북구,0.0297,0.0165,0.69,0.0029,33,20
2023,1,4,수요일,강서구,0.0464,0.0095,0.8,0.0046,48,26
2023,1,4,수요일,관악구,0.0497,0.0068,0.73,0.0036,36,21
2023,1,4,수요일,광진구,0.0238,0.0092,0.76,0.0021,34,22
2023,1,4,수요일,구로구,0.0398,0.0081,0.51,0.0037,38,23
2023,1,4,수요일,금천구,0.0373,0.0112,0.54,0.0037,29,21
2023,1,4,수요일,노원구,0.0497,0.0097,0.75,0.0041,35,25
2023,1,4,수요일,도봉구,0.0333,0.0176,0.62,0.0026,28,20
2023,1,4,수요일,동대문구,0.039,0.013,0.67,0.0039,34,22
2023,1,4,수요일,동작구,0.0458,0.0077,0.61,0.0034,36,24
2023,1,4,수요일,마포구,0.0454,0.0087,0.73,0.0046,32,27
2023,1,4,수요일,서대문구,0.04,0.0121,0.96,0.0074,34,21
2023,1,4,수요일,서초구,0.0456,0.0075,0.53,0.0034,39,22
2023,1,4,수요일,성동구,0.0417,0.0093,0.62,0.0036,36,17
2023,1,4,수요일,성북구,0.0441,0.0107,0.83,0.004,31,21
2023,1,4,수요일,송파구,0.0449,0.008,0.69,0.0033,36,23
2023,1,4,수요일,양천구,0.0447,0.006,0.74,0.0034,38,28
2023,1,4,수요일,영등포구,0.0471,0.0079,0.71,0.0037,38,24
2023,1,4,수요일,용산구,0.0372,0.0104,0.64,0.0037,33,24
2023,1,4,수요일,은평구,0.032,0.0129,0.8,0.0038,31,17
2023,1,4,수요일,종로구,0.0335,0.0178,0.6,0.0037,33,25
2023,1,4,수요일,중구,0.0433,0.0168,0.68,0.0035,35,29
2023,1,4,수요일,중랑구,0.0409,0.0087,0.62,0.0029,32,23
2023,1,4,수요일,강남대로,0.0455,0.0056,0.93,0.0048,39,24
2023,1,4,수요일,강변북로,0.0485,0.0063,0.8,0.0031,39,26
2023,1,4,수요일,공항대로,0.0483,0.0062,0.78,0.0036,42,26
2023,1,4,수요일,도산대로,0.0441,0.0073,0.7,0.0041,40,24
2023,1,4,수요일,동작대로,0.0498,0.0077,0.76,0.0036,44,25
2023,1,4,수요일,시흥대로,0.0502,0.0066,0.72,0.0042,33,16
2023,1,4,수요일,신촌로,0.051,0.0062,0.85,0.0036,43,29
2023,1,4,수요일,영등포로,0.0505,0.0048,0.83,0.0039,39,26
2023,1,4,수요일,정릉로,0.0482,0.0065,0.81,0.0036,39,25
2023,1,4,수요일,종로,0.0432,0.0099,0.76,0.0041,34,19
2023,1,4,수요일,천호대로,0.0482,0.006,0.77,0.0037,38,23
2023,1,4,수요일,청계천로,0.0386,0.0091,0.73,0.0038,38,23
2023,1,4,수요일,한강대로,0.0455,0.0111,0.78,0.0034,42,21
2023,1,4,수요일,홍릉로,0.0396,0.0088,0.64,0.0037,33,24
2023,1,4,수요일,화랑로,0.0471,0.0073,0.67,0.0031,35,22
2023,1,4,수요일,관악산,0.0127,0.0351,0.29,0.0049,27,17
2023,1,4,수요일,남산,0.0334,0.0143,0.83,0.0044,33,22
2023,1,4,수요일,북한산,0.0082,0.0308,0.28,0.0031,22,15
2023,1,4,수요일,세곡,0.0409,0.0083,1.05,0.0054,39,22
2023,1,4,수요일,항동,0.024,0.0118,0.85,0.0041,29,17
2023,1,4,수요일,행주,0.0381,0.01,0.55,0.0041,40,25
2023,1,4,수요일,마포아트센터,0.043,0.0124,0.6,0.0042,35,22
2023,1,4,수요일,서울숲,0.041,0.0103,0.63,0.0037,36,21
2023,1,4,수요일,올림픽공원,0.037,0.0152,0.92,0.0032,32,23
2023,1,4,수요일,자연사박물관,0.0389,0.0142,0.35,0.0042,29,19
2023,1,5,목요일,강남구,0.0523,0.0056,0.8,0.0038,47,32
2023,1,5,목요일,강동구,0.0443,0.003,0.72,0.003,52,38
2023,1,5,목요일,강북구,0.0353,0.0143,0.75,0.0029,47,31
2023,1,5,목요일,강서구,0.056,0.0052,1.07,0.0051,66,38
2023,1,5,목요일,관악구,0.0612,0.0046,1.06,0.0037,53,34
2023,1,5,목요일,광진구,0.0303,0.0042,0.97,0.0025,47,34
2023,1,5,목요일,구로구,0.0479,0.0048,0.76,0.0039,57,39
2023,1,5,목요일,금천구,0.0503,0.0047,0.76,0.0044,51,42
2023,1,5,목요일,노원구,0.0607,0.0064,0.95,0.0045,53,41
2023,1,5,목요일,도봉구,0.0445,0.0107,0.8,0.0028,45,33
2023,1,5,목요일,동대문구,0.0543,0.0051,0.96,0.0041,49,35
2023,1,5,목요일,동작구,0.0601,0.0041,0.92,0.0034,52,39
2023,1,5,목요일,마포구,0.0607,0.0042,1.08,0.0046,41,41
2023,1,5,목요일,서대문구,0.0483,0.0075,1.11,0.0079,45,31
2023,1,5,목요일,서초구,0.0583,0.0035,0.79,0.0034,52,34
2023,1,5,목요일,성동구,0.053,0.0036,0.82,0.0036,49,27
2023,1,5,목요일,성북구,0.0558,0.0048,1.08,0.0042,47,35
2023,1,5,목요일,송파구,0.0556,0.0029,0.96,0.0034,46,35
2023,1,5,목요일,양천구,0.0552,0.0043,1.03,0.0037,58,44
2023,1,5,목요일,영등포구,0.0592,0.0045,0.95,0.004,51,38
2023,1,5,목요일,용산구,0.0483,0.0049,0.8,0.0039,44,34
2023,1,5,목요일,은평구,0.038,0.0093,0.93,0.0037,41,26
2023,1,5,목요일,종로구,0.0566,0.0025,0.94,0.0037,36,30
2023,1,5,목요일,중구,0.0558,0.0085,0.88,0.0038,48,42
2023,1,5,목요일,중랑구,0.0525,0.0044,0.78,0.0031,46,35
2023,1,5,목요일,강남대로,0.0547,0.003,1.24,0.0048,52,39
2023,1,5,목요일,강변북로,0.0569,0.0036,0.78,0.0032,50,37
2023,1,5,목요일,공항대로,0.0582,0.0038,0.98,0.0037,58,39
2023,1,5,목요일,도산대로,0.0545,0.0035,0.95,0.0041,51,37
2023,1,5,목요일,동작대로,0.062,0.0043,1.13,0.0037,57,39
2023,1,5,목요일,시흥대로,0.0667,0.003,1,0.0044,50,30
2023,1,5,목요일,신촌로,0.0615,0.0026,1.12,0.0038,57,43
2023,1,5,목요일,영등포로,0.0603,0.0034,1.1,0.0045,53,40
2023,1,5,목요일,정릉로,0.0561,0.0036,1.02,0.0039,51,38
2023,1,5,목요일,종로,0.0561,0.0037,0.97,0.0042,46,28
2023,1,5,목요일,천호대로,0.0562,0.0022,1.03,0.0039,50,37
2023,1,5,목요일,청계천로,0.0474,0.0035,0.98,0.0041,51,33
2023,1,5,목요일,한강대로,0.0587,0.0053,1.07,0.0036,57,35
2023,1,5,목요일,홍릉로,0.0531,0.0035,0.93,0.004,48,38
2023,1,5,목요일,화랑로,0.0553,0.0043,0.82,0.0033,48,33
2023,1,5,목요일,관악산,0.0148,0.0381,0.32,0.004,35,24
2023,1,5,목요일,남산,0.0419,0.0093,1.08,0.0046,46,34
2023,1,5,목요일,북한산,0.012,0.0304,0.36,0.0032,31,24
2023,1,5,목요일,세곡,0.051,0.0056,1.3,0.0051,53,39
2023,1,5,목요일,항동,0.036,0.0053,1.25,0.004,54,39
2023,1,5,목요일,행주,0.0447,0.0071,0.88,0.0039,51,35
2023,1,5,목요일,마포아트센터,0.0561,0.0063,0.86,0.0044,49,34
2023,1,5,목요일,서울숲,0.0546,0.0046,0.88,0.0036,50,31
2023,1,5,목요일,올림픽공원,0.0507,0.0071,0.98,0.0033,51,39
2023,1,5,목요일,자연사박물관,0.0501,0.0075,,0.0042,44,31
2023,1,6,금요일,강남구,0.048,0.0109,0.8,0.0038,79,59
2023,1,6,금요일,강동구,0.0351,0.0116,0.7,0.0031,82,65
2023,1,6,금요일,강북구,0.0445,0.0106,0.85,0.0031,74,52
2023,1,6,금요일,강서구,0.0547,0.0112,1.1,0.0045,92,66
2023,1,6,금요일,관악구,0.0497,0.0115,0.93,0.0034,82,55
2023,1,6,금요일,광진구,0.0294,0.0091,0.97,0.0025,76,59
2023,1,6,금요일,구로구,0.0419,0.0111,0.68,0.0035,85,67
2023,1,6,금요일,금천구,0.0395,0.0197,0.73,0.004,78,65
2023,1,6,금요일,노원구,0.0548,0.0107,0.86,0.0042,75,62
2023,1,6,금요일,도봉구,0.0453,0.0109,0.88,0.0028,66,54
2023,1,6,금요일,동대문구,0.0519,0.0059,0.94,0.004,73,56
2023,1,6,금요일,동작구,0.0485,0.0134,0.81,0.0035,79,64
2023,1,6,금요일,마포구,0.0519,0.0106,1,0.0049,71,67
2023,1,6,금요일,서대문구,0.0472,0.0134,1.05,0.0065,71,57
2023,1,6,금요일,서초구,0.0512,0.0082,0.74,0.0033,81,65
2023,1,6,금요일,성동구,0.0461,0.011,0.83,0.0038,83,52
2023,1,6,금요일,성북구,0.0516,0.0077,0.95,0.0039,73,57
2023,1,6,금요일,송파구,0.0445,0.0124,0.83,0.0033,76,57
2023,1,6,금요일,양천구,0.0492,0.0096,0.93,0.0039,93,74
2023,1,6,금요일,영등포구,0.0541,0.0095,0.99,0.004,86,71
2023,1,6,금요일,용산구,0.0433,0.0108,0.77,0.0039,68,55
2023,1,6,금요일,은평구,0.0377,0.0158,1.01,0.0039,72,56
2023,1,6,금요일,종로구,0.0528,0.0078,0.97,0.004,75,65
2023,1,6,금요일,중구,0.0545,0.0114,0.91,0.0042,77,69
2023,1,6,금요일,중랑구,0.0471,0.0118,0.79,0.0033,75,62
2023,1,6,금요일,강남대로,0.0483,0.0095,1.08,0.0047,79,65
2023,1,6,금요일,강변북로,0.0519,0.0072,0.82,0.0031,78,66
2023,1,6,금요일,공항대로,0.0519,0.0078,0.91,0.0039,78,58
2023,1,6,금요일,도산대로,0.0493,0.0078,0.98,0.004,74,67
2023,1,6,금요일,동작대로,0.053,0.0104,0.95,0.0037,80,60
2023,1,6,금요일,시흥대로,0.058,0.0087,0.92,0.004,78,52
2023,1,6,금요일,신촌로,0.0532,0.0079,0.98,0.0038,83,69
2023,1,6,금요일,영등포로,0.0556,0.0076,1.05,0.0046,85,71
2023,1,6,금요일,정릉로,0.0535,0.0053,0.96,0.0042,76,63
2023,1,6,금요일,종로,0.0589,0.0062,1.08,0.0047,75,51
2023,1,6,금요일,천호대로,0.0511,0.0077,0.92,0.004,79,61
2023,1,6,금요일,청계천로,0.0496,0.0063,1.03,0.0043,79,57
2023,1,6,금요일,한강대로,0.0549,0.0093,1.03,0.0035,79,63
2023,1,6,금요일,홍릉로,0.0497,0.0062,0.84,0.0039,73,64
2023,1,6,금요일,화랑로,0.0551,0.0054,0.88,0.0036,74,59
2023,1,6,금요일,관악산,0.0136,0.0467,0.39,0.0031,57,44
2023,1,6,금요일,남산,0.0416,0.0135,1.04,0.0045,74,61
2023,1,6,금요일,북한산,0.0239,0.023,0.48,0.0033,56,47
2023,1,6,금요일,세곡,0.0389,0.0156,1.01,0.0051,80,66
2023,1,6,금요일,항동,0.0288,0.0169,1.24,0.0042,82,66
2023,1,6,금요일,행주,0.0465,0.0105,0.7,0.0042,79,58
2023,1,6,금요일,마포아트센터,0.0525,0.0127,0.92,0.0044,80,61
2023,1,6,금요일,서울숲,0.0493,0.0113,1.04,0.0037,81,62
2023,1,6,금요일,올림픽공원,0.0447,0.0175,0.74,0.0033,82,72
2023,1,6,금요일,자연사박물관,0.0479,0.0148,0.77,0.0042,70,58
2023,1,7,토요일,강남구,0.0307,0.0229,0.88,0.0036,119,86
2023,1,7,토요일,강동구,0.0274,0.0169,0.88,0.0026,127,98
2023,1,7,토요일,강북구,0.0205,0.0281,0.94,0.0029,123,77
2023,1,7,토요일,강서구,0.0277,0.0249,0.9,0.0038,135,87
2023,1,7,토요일,관악구,0.0291,0.0212,0.97,0.0032,127,79
2023,1,7,토요일,광진구,0.0196,0.0184,1.18,0.0024,116,82
2023,1,7,토요일,구로구,0.0242,0.0214,0.66,0.0034,126,94
2023,1,7,토요일,금천구,0.0261,0.0264,0.93,0.0035,117,96
2023,1,7,토요일,노원구,0.0333,0.0218,0.99,0.0032,122,91
2023,1,7,토요일,도봉구,0.0202,0.0303,0.98,0.0027,114,82
2023,1,7,토요일,동대문구,0.0288,0.022,0.95,0.0035,118,86
2023,1,7,토요일,동작구,0.03,0.026,0.89,0.0035,125,95
2023,1,7,토요일,마포구,0.0349,0.0172,0.96,0.0043,110,96
2023,1,7,토요일,서대문구,0.0286,0.0204,1.14,0.0046,116,90
2023,1,7,토요일,서초구,0.0291,0.0189,0.75,0.0029,114,94
2023,1,7,토요일,성동구,0.0288,0.0211,0.87,0.0033,125,76
2023,1,7,토요일,성북구,0.0316,0.021,0.91,0.0034,124,89
2023,1,7,토요일,송파구,0.0354,0.0178,0.97,0.0027,113,84
2023,1,7,토요일,양천구,0.0285,0.0204,0.88,0.0035,132,98
2023,1,7,토요일,영등포구,0.0293,0.0224,0.92,0.0035,116,95
2023,1,7,토요일,용산구,0.0262,0.0213,0.89,0.0035,107,76
2023,1,7,토요일,은평구,0.0234,0.0234,1.22,0.0035,123,89
2023,1,7,토요일,종로구,0.0281,0.0231,0.96,0.0033,125,101
2023,1,7,토요일,중구,0.0321,0.0272,0.9,0.0036,123,98
2023,1,7,토요일,중랑구,0.0362,0.0198,0.97,0.0031,117,92
2023,1,7,토요일,강남대로,0.0371,0.0143,1.15,0.0037,118,97
2023,1,7,토요일,강변북로,0.0387,0.014,0.96,0.0027,119,94
2023,1,7,토요일,공항대로,0.034,0.0177,0.89,0.0036,118,86
2023,1,7,토요일,도산대로,0.0305,0.0173,0.97,0.0034,,95
2023,1,7,토요일,동작대로,0.0405,0.0177,1.08,0.0035,118,84
2023,1,7,토요일,시흥대로,0.0324,0.0219,0.88,0.0035,117,77
2023,1,7,토요일,신촌로,0.0395,0.0123,1.09,0.0033,133,104
2023,1,7,토요일,영등포로,0.0391,0.0149,1.02,0.0035,121,98
2023,1,7,토요일,정릉로,0.0402,0.0127,1.01,0.0037,123,97
2023,1,7,토요일,종로,0.0302,0.0193,1,0.0038,120,72
2023,1,7,토요일,천호대로,0.0445,0.012,1.12,0.0034,117,89
2023,1,7,토요일,청계천로,0.0344,0.018,0.92,0.0038,124,84
2023,1,7,토요일,한강대로,0.0348,0.0194,1,0.0028,127,97
2023,1,7,토요일,홍릉로,0.0338,0.0163,0.95,0.0032,115,96
2023,1,7,토요일,화랑로,0.0399,0.0147,1.02,0.0032,112,84
2023,1,7,토요일,관악산,0.017,0.039,0.71,0.0031,94,54
2023,1,7,토요일,남산,0.0225,0.0274,1.18,0.0038,121,88
2023,1,7,토요일,북한산,0.0138,0.0321,0.73,0.0031,107,80
2023,1,7,토요일,세곡,0.0357,0.0154,1.06,0.0037,117,90
2023,1,7,토요일,항동,0.0138,0.028,1.22,0.0041,111,85
2023,1,7,토요일,행주,0.0193,0.0243,0.6,0.0036,117,76
2023,1,7,토요일,마포아트센터,0.0318,0.024,0.88,0.0038,124,91
2023,1,7,토요일,서울숲,0.0318,0.0213,1.32,0.0033,119,87
2023,1,7,토요일,올림픽공원,0.0301,0.025,0.82,0.0028,114,93
2023,1,7,토요일,자연사박물관,0.0293,0.0259,0.84,0.0037,120,93
2023,1,8,일요일,강남구,0.0378,0.0106,0.87,0.0031,119,64
2023,1,8,일요일,강동구,0.0274,0.01,0.8,0.0025,129,74
2023,1,8,일요일,강북구,0.0306,0.0141,0.85,0.0026,152,51
2023,1,8,일요일,강서구,0.0387,0.0111,0.85,0.0032,159,50
2023,1,8,일요일,관악구,0.0423,0.0091,0.87,0.0029,132,45
2023,1,8,일요일,광진구,0.0202,0.0122,1.07,0.0022,124,59
2023,1,8,일요일,구로구,0.0356,0.009,0.6,0.003,139,54
2023,1,8,일요일,금천구,0.0299,0.0134,0.68,0.0031,109,45
2023,1,8,일요일,노원구,0.0434,0.0112,0.88,0.0033,146,61
2023,1,8,일요일,도봉구,0.0313,0.0152,0.85,0.0024,132,55
2023,1,8,일요일,동대문구,0.0368,0.011,0.85,0.0033,125,55
2023,1,8,일요일,동작구,0.0432,0.0092,0.77,0.003,143,58
2023,1,8,일요일,마포구,0.0408,0.0093,0.87,0.0039,119,62
2023,1,8,일요일,서대문구,0.036,0.0115,1.03,0.0054,129,52
2023,1,8,일요일,서초구,0.0379,0.0078,0.72,0.0028,125,65
2023,1,8,일요일,성동구,0.0344,0.0112,0.85,0.0029,127,55
2023,1,8,일요일,성북구,0.0391,0.0106,0.83,0.0032,134,61
2023,1,8,일요일,송파구,0.0371,0.0103,0.9,0.0025,126,67
